accession	domain	phylum	class	order	family	genus	species	ambiguous_bases	checkm2_completeness	checkm2_contamination	checkm2_model	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_type_designation_ncbi_taxa	gtdb_type_designation_ncbi_taxa_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
RS_GCF_004799665.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Halapricum	Halapricum salinum	0	99.98	1.1	Specific	99.5	0.85	359	f__Halobacteriaceae (UID84)	235	0.0	3090429	89.52430088040286	1	2200123	63.733699569184274	3452056	RS_GCF_004799665.1	t	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halapricum;s__Halapricum salinum	type strain of species	LPSN	t	1	1	3452056	3452056	3452056	1	2902	NZ_CP031310.1	3452056	1	116	NZ_CP031310.1	2897	5350	0	100	BBMO01000002.1136424.1139330	Archaea;Halobacteriota;Halobacteria;Halobacterales;Halomicrobiaceae;Halapricum;Halapricum salinum	3452056	3452056	t	f	f	3452056	3452056	Complete Genome	ASM479966v1	na	PRJNA224116	SAMN09711547	none	none	South Korea	2019-04-18	GCA_004799665.1	none	full	na	solar saltern in Gomso Bay	none	1	0	Halapricum salinum	none	representative genome	3	1	1	3452056	3452056	3452056	2019/04/18	0	1457250	1	CBA1105	Wuhan University	1457250	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halapricum;s__Halapricum salinum	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halapricum;s__Halapricum salinum	0	3452056	11	45	assembly from type material	3452056	0	na	3452	1	3452056	1	none	none	none	none	none	none	1472	NZ_CP031310.1	1472	2713	0	99.932	KF314042.1.1472	Archaea;Halobacteriota;Halobacteria;Halobacterales;Halomicrobiaceae;Halapricum;Halapricum salinum	0	19	45	0
RS_GCF_029338295.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	QDMS2	QDMS2	QDMS2 sp029338295	0	99.96	2.97	Specific	99.5	1.07	359	f__Halobacteriaceae (UID84)	235	0.0	3418744	88.08265084993627	3	2376216	61.22230979331361	3881291	RS_GCF_029338295.1	t	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__QDMS2;g__QDMS2;s__QDMS2 sp029338295	not type material	none	f	1	1	2952151	2952151	2952151	1	2902	NZ_CP119791.1	2952151	1	104	NZ_CP119791.1	2895	3386	0	87.945	CP007060.193411.196299	Archaea;Halobacteriota;Halobacteria;Halobacterales;Halobacteriaceae;Halobacterium;Halobacterium sp. DL1	1293763	1293763	t	f	f	2952151	2952151	Complete Genome	ASM2933829v1	na	PRJNA224116	SAMN33694642	none	none	China: Jiangsu	2023-03-22	GCA_029338295.1	none	full	na	sediment	none	3	0	Haladaptatus sp. QDMS2	none	na	3	3	1	2952151	2952151	598243	2023/03/22	0	3033391	1	QDMS2	Jiangsu University	3033391	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haladaptataceae;g__Haladaptatus;s__	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Haladaptataceae;g__Haladaptatus;x__unclassified Haladaptatus;s__Haladaptatus sp. QDMS2	0	3881291	11	47	na	3881291	0	na	4025	3	2952151	1	none	none	none	none	none	none	1473	NZ_CP119791.1	1465	2124	0	92.969	AQXI01000001.2128739.2130197	Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloadaptaceae;Haladaptatus;Haladaptatus paucihalophilus DX253	0	19	47	0
RS_GCF_014647115.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Halobacteriaceae	Halarchaeum	Halarchaeum rubridurum	0	99.88	1.46	Specific	99.49	1.28	359	f__Halobacteriaceae (UID84)	235	0.0	2475703	87.9923328016196	25	1931868	68.66315223788929	2813544	RS_GCF_014647115.1	t	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halarchaeum;s__Halarchaeum rubridurum	type strain of species	LPSN	f	3	3	650183	650183	866	2	864	NZ_BMOO01000022.1	none	0	none	none	866	1452	0	96.998	BANO01000263.1.2905	Archaea;Halobacteriota;Halobacteria;Halobacterales;Halobacteriaceae;Halarchaeum;Halarchaeum acidiphilum MH1-52-1	112541	112541	f	f	t	499095	499095	Contig	ASM1464711v1	na	PRJNA224116	SAMD00245259	25	499095	none	2020-09-11	GCA_014647115.1	none	full	na	none	none	0	0	Halarchaeum rubridurum	none	representative genome	4	none	none	none	none	none	2020/09/11	0	489911	1	JCM 16108	WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	489911	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halarchaeum;s__Halarchaeum rubridurum	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halarchaeum;s__Halarchaeum rubridurum	0	2813544	11	46	assembly from type material	2813544	0	BMOO00000000.1	2893	25	1972	1	none	none	none	none	none	none	1475	NZ_BMOO01000017.1	1475	2724	0	100	AB372513.1.1476	Archaea;Halobacteriota;Halobacteria;Halobacterales;Halobacteriaceae;Halarchaeum;Halarchaeum rubridurum	0	19	46	0
RS_GCF_007833275.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Halobacteriaceae	Salarchaeum	Salarchaeum sp007833275	0	99.98	0.18	Specific	99.49	0.43	359	f__Halobacteriaceae (UID84)	235	0.0	2260169	89.56942914854771	2	1669358	66.1558684791099	2523371	RS_GCF_007833275.1	t	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Salarchaeum;s__Salarchaeum sp007833275	not type material	none	f	1	1	2344456	2344456	2344456	1	2901	NZ_CP042241.1	2344456	1	117	NZ_CP042241.1	2900	3893	0	91.034	FOJA01000001.1623506.1626404	Archaea;Halobacteriota;Halobacteria;Halobacterales;Halobacteriaceae;Halobacterium;Halobacterium jilantaiense	1261685	1261685	t	f	f	2344456	2344456	Complete Genome	ASM783327v1	na	PRJNA224116	SAMN12388109	none	none	Jordan: Dead Sea	2019-08-05	GCA_007833275.1	none	full	na	Brine	31.6998272 N 35.5811240 E	2	0	Salarchaeum sp. JOR-1	none	na	3	2	1	2344456	2344456	2344456	2019/08/05	0	2599399	1	JOR-1	University of Maryland	2599399	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Salarchaeum;s__	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Salarchaeum;x__unclassified Salarchaeum;s__Salarchaeum sp. JOR-1	0	2523371	11	46	na	2523371	0	na	2627	2	2344456	1	none	none	none	none	none	none	1472	NZ_CP042241.1	1472	2702	0	99.796	AB663433.1.1473	Archaea;Halobacteriota;Halobacteria;Halobacterales;Halobacteriaceae;Salarchaeum;Salarchaeum japonicum	0	19	46	0
RS_GCF_036429475.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Halalkalicoccaceae	SKXI01	SKXI01 sp036429475	0	99.69	1.69	Specific	99.42	0.93	359	f__Halobacteriaceae (UID84)	235	0.0	3482064	86.27689816217728	2	2635491	65.30092169883574	4035917	RS_GCF_036429475.1	t	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Halalkalicoccaceae;g__SKXI01;s__SKXI01 sp036429475	not type material	none	f	1	1	3756275	3756275	3756275	1	2912	NZ_CP144125.1	3756275	1	116	NZ_CP144125.1	2916	3675	0	89.575	CP002062.10379.13287	Archaea;Halobacteriota;Halobacteria;Halobacterales;Halococcaceae;Halalkalicoccus;Halalkalicoccus jeotgali B3	2017958	2017958	t	f	f	3756275	3756275	Complete Genome	ASM3642947v1	na	PRJNA224116	SAMN39661705	none	none	none	2024-02-07	GCA_036429475.1	none	full	na	none	none	2	0	Halalkalicoccus sp. CGA53	none	na	3	2	1	3756275	3756275	3756275	2024/02/07	0	3117733	1	CGA53	Jiangsu University	3117733	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halococcaceae;g__Halalkalicoccus;s__	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Halococcaceae;g__Halalkalicoccus;x__unclassified Halalkalicoccus;s__Halalkalicoccus sp. CGA53	0	4035917	11	48	na	4035917	0	na	4167	2	3756275	1	none	none	none	none	none	none	1471	NZ_CP144125.1	1434	2597	0	99.372	EF690558.1.1440	Archaea;Halobacteriota;Halobacteria;Halobacterales;Incertae Sedis;Incertae Sedis;uncultured haloarchaeon	0	19	47	0
GB_GCA_037389275.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Sulfolobaceae	JAPYVG01	JAPYVG01 sp037389275	0	99.99	0.62	Specific	99.4	0.6	217	c__Thermoprotei (UID147)	168	0.0	2097296	87.98641080792177	81	870795	36.53186131069922	2383659	GB_GCA_037389275.1	t	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__JAPYVG01;s__JAPYVG01 sp037389275	not type material	none	f	4	4	509587	509587	509587	1	3006	JBBHKV010000019.1	509587	1	85	JBBHKV010000019.1	3015	4508	0	93.798	BA000023.1183273.1186302	Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Sulfurisphaera;Sulfurisphaera tokodaii str. 7	29427	29427	t	f	f	122809	122809	Contig	ASM3738927v1	na	PRJNA1019763	SAMN37693834	81	122809	none	2024-03-19	GCA_037389275.1	none	full	na	none	none	0	0	Sulfolobaceae archaeon RB850M	none	na	3	none	none	none	none	none	2024/03/19	0	3133138	1	RB850M	Montana State University	3133138	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__;s__	d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;x__unclassified Sulfolobaceae;s__Sulfolobaceae archaeon RB850M	0	2383659	11	46	na	2383659	0	JBBHKV000000000.1	2755	81	509587	1	none	none	none	none	none	none	1493	JBBHKV010000019.1	1495	2375	0	95.385	BA000023.1186506.1187999	Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Sulfolobus;Sulfurisphaera tokodaii str. 7	0	19	46	0
RS_GCF_000012285.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus acidocaldarius	0	100.0	0.16	Specific	99.4	0.0	217	c__Thermoprotei (UID147)	168	0.0	1950415	87.62133534355304	1	817096	36.70759434472962	2225959	RS_GCF_000012285.1	t	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus acidocaldarius	type strain of species	LPSN	t	1	1	2225959	2225959	2225959	1	3012	NC_007181.1	none	0	none	none	3012	5563	0	100	LPSP01000003.1109.4143	Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Sulfolobus;Sulfolobus acidocaldarius	2225959	2225959	f	f	t	2225959	2225959	Complete Genome	ASM1228v1	na	PRJNA224116	SAMN02603173	none	none	none	2005-07-05	GCA_000012285.1	none	full	na	none	none	1	0	Sulfolobus acidocaldarius DSM 639	2278	representative genome	3	1	1	2225959	2225959	2225959	2005/07/05	0	2285	1	DSM 639	Danish Archaea Centre	330779	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus acidocaldarius	d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus acidocaldarius;x__Sulfolobus acidocaldarius DSM 639	0	2225959	11	46	assembly from type material	2225959	0	na	2355	1	2225959	1	none	none	none	none	none	none	1492	NC_007181.1	1492	2756	0	100	D14876.260.1752	Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Sulfolobus;Sulfolobus acidocaldarius	0	19	47	0
GB_GCA_000389735.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Sulfolobaceae	Acd1	Acd1 sp000389735	0	93.52	0.04	Specific	99.4	0.0	217	c__Thermoprotei (UID147)	168	0.0	1359176	90.22305242349292	8	778559	51.681290334572	1506462	GB_GCA_000389735.1	t	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Acd1;s__Acd1 sp000389735	not type material	none	f	1	1	848744	848744	848744	1	3012	APJY01000001.1	none	0	none	none	3012	5563	0	100	APJY01000001.783740.786775	Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Incertae Sedis;Sulfolobales archaeon Acd1	188307	188307	f	f	t	848744	848744	Contig	Acd1	na	PRJNA189433	SAMN02470749	8	848744	USA:Yellowstone National Park; Obsidian Pool	2013-05-07	GCA_000389735.1	derived from single cell	full	Acd1	hot spring water and gravel	44.6 N 110.433 W	0	none	Sulfolobales archaeon Acd1	0	na	none	none	none	none	none	none	2013/05/07	0	1294123	none	Acd1	Oak Ridge National Lab	1294123	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__;g__;s__	d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;x__unclassified Sulfolobales;s__Sulfolobales archaeon Acd1	0	1506462	none	none	na	1506462	0	APJY00000000.1	1668	8	848744	1	none	none	none	none	none	none	1490	APJY01000001.1	1480	2734	0	100	APJY01000001.782068.783547	Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Incertae Sedis;Sulfolobales archaeon Acd1	0	19	46	0
GB_GCA_032834875.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Sulfolobaceae	Sulfuracidifex	Sulfuracidifex metallicus	0	99.57	0.11	Specific	99.4	0.6	217	c__Thermoprotei (UID147)	168	0.0	1879227	85.7419547351765	1	845341	38.569683044032914	2191724	GB_GCA_032834875.1	t	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Sulfuracidifex;s__Sulfuracidifex metallicus	type strain of species	LPSN	f	1	1	2191724	2191724	2191724	1	2987	CP135238.1	none	0	none	none	2988	5505	0	99.933	BBBY01000020.13032.16025	Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Sulfuracidifex;Sulfolobus metallicus DSM 6482 = JCM 9184	2191724	2191724	f	f	t	2191724	2191724	Complete Genome	ASM3283487v1	na	PRJNA1021186	SAMN37544857	none	none	none	2023-10-18	GCA_032834875.1	none	full	na	none	none	1	0	Sulfuracidifex metallicus DSM 6482 = JCM 9184	none	na	4	1	1	2191724	2191724	2191724	2023/10/18	0	47303	1	DSM 6482	North Carolina State University	523847	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfuracidifex;s__Sulfuracidifex metallicus	d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfuracidifex;s__Sulfuracidifex metallicus;x__Sulfuracidifex metallicus DSM 6482 = JCM 9184	0	2191724	11	47	assembly from type material	2191724	0	na	2382	1	2191724	1	none	none	none	none	none	none	1470	CP135238.1	1461	2678	0	99.795	BBBY01000020.16240.17698	Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Sulfuracidifex;Sulfolobus metallicus DSM 6482 = JCM 9184	0	17	44	0
RS_GCF_013402875.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halorarum	Halorarum salinum	0	99.83	4.8	Specific	99.38	2.15	417	f__Halobacteriaceae (UID96)	263	0.0	3591568	84.33375481801606	2	2923735	68.652340883662	4258755	RS_GCF_013402875.1	t	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorarum;s__Halorarum salinum	type strain of species	LPSN	f	1	1	4019272	4019272	4019272	1	2907	NZ_CP058579.1	4019272	1	116	NZ_CP058579.1	2902	4473	0	94.521	ASGZ01000037.96628.99526	Archaea;Halobacteriota;Halobacteria;Halobacterales;Halomicrobiaceae;Candidatus Halobonum;Candidatus Halobonum tyrrellensis G22	2129377	2129377	t	f	f	4019272	4019272	Complete Genome	ASM1340287v1	na	PRJNA224116	SAMN15183787	none	none	China: Xinjiang Autonomous Region	2020-07-12	GCA_013402875.1	none	full	na	saline soil sample	none	2	0	Halorarum salinum	none	representative genome	3	2	1	4019272	4019272	4019272	2020/07/12	0	2743089	1	NJ-3-1	Jiangsu University	2743089	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorarum;s__Halorarum salinum	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorarum;s__Halorarum salinum	0	4258755	11	48	assembly from type material	4258755	0	na	4294	2	4019272	1	none	none	none	none	none	none	1472	NZ_CP058579.1	1472	2713	0	99.932	KY114620.1.1472	Archaea;Halobacteriota;Halobacteria;Halobacterales;Halomicrobiaceae;Candidatus Halobonum;Halobaculum sp.	0	19	47	0
RS_GCF_014962245.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Desulfurococcaceae	Thermosphaera	Thermosphaera aggregans_B	0	99.86	0.33	Specific	99.37	0.0	245	c__Thermoprotei (UID148)	158	0.0	1202643	92.14906681909362	1	621414	47.614063532004295	1305106	RS_GCF_014962245.1	t	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__Thermosphaera;s__Thermosphaera aggregans_B	not type material	none	f	1	1	1305106	1305106	1305106	2	2104	NZ_CP063144.1	1305106	1	82	NZ_CP063144.1	2104	3709	0	98.479	CP001939.54530.57594	Archaea;Thermoproteota;Thermoproteia;Desulfurococcales;Desulfurococcaceae;Thermosphaera;Thermosphaera aggregans DSM 11486	1305106	1305106	t	f	f	1305106	1305106	Complete Genome	ASM1496224v1	na	PRJNA224116	SAMN16428067	none	none	Chile:San Fernando	2020-10-27	GCA_014962245.1	none	full	na	hot spring	none	1	0	Thermosphaera aggregans	none	na	3	1	1	1305106	1305106	1305106	2020/10/27	0	54254	1	3507	"National Research Center ""Kurchatov Institute"""	54254	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Desulfurococcales;f__Desulfurococcaceae;g__Thermosphaera;s__Thermosphaera aggregans	d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Desulfurococcales;f__Desulfurococcaceae;g__Thermosphaera;s__Thermosphaera aggregans	0	1305106	11	45	na	1305106	0	na	1407	1	1305106	1	none	none	none	none	none	none	1497	NZ_CP063144.1	1497	2737	0	99.666	CP001939.52824.54320	Archaea;Thermoproteota;Thermoproteia;Desulfurococcales;Desulfurococcaceae;Thermosphaera;Thermosphaera aggregans DSM 11486	0	18	45	0
GB_GCA_035175045.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Acidilobaceae	Calypsonella	Calypsonella navitae	0	98.78	0.5	Specific	99.37	0.84	245	c__Thermoprotei (UID148)	158	0.0	1462336	91.14830448256862	65	1000641	62.37057047473491	1604348	GB_GCA_035175045.1	t	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__Calypsonella;s__Calypsonella navitae	type strain of species	LPSN	f	7	7	267429	267429	4294	1	1664	WWDU01000056.1	none	0	none	none	990	1393	0	92.222	CP000493.1660631.1663726	Archaea;Thermoproteota;Thermoproteia;Desulfurococcales;Pyrodictiaceae;Hyperthermus;Hyperthermus butylicus DSM 5456	24682	24682	f	f	t	50176	50176	Contig	ASM3517504v1	na	PRJNA495050	SAMN13706328	65	50176	none	2024-01-06	GCA_035175045.1	derived from metagenome	full	M2_131_esom	none	none	0	0	Candidatus Calypsonella navitae	none	na	3	none	none	none	none	none	2024/01/06	0	3144226	1	M2_131_esom	Portland State University	3144226	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Acidilobales;f__Acidilobaceae;g__Candidatus Calypsonella;s__Candidatus Calypsonella navitae	d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Acidilobales;f__Acidilobaceae;g__Candidatus Calypsonella;s__Candidatus Calypsonella navitae	0	1604348	11	44	assembly from type material	1604348	0	WWDU00000000.1	1770	65	267429	1	none	none	none	none	none	none	1402	WWDU01000026.1	1400	2294	0	96.357	AP012489.1165170.1166817	Archaea;Thermoproteota;Thermoproteia;Desulfurococcales;Acidilobaceae;Aeropyrum;Aeropyrum camini SY1 = JCM 12091	0	19	44	0
GB_GCA_027083135.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	WAQK01	JALWQH01	JALWQH01 sp027083135	0	99.59	1.57	Specific	99.37	0.63	245	c__Thermoprotei (UID148)	158	0.0	1577420	90.25159013916328	59	885185	50.64876954934305	1747803	GB_GCA_027083135.1	t	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__WAQK01;g__JALWQH01;s__JALWQH01 sp027083135	not type material	none	f	11	11	126242	126242	none	0	none	none	none	0	none	none	none	none	none	none	none	none	29621	30663	f	f	t	54431	54431	Scaffold	ASM2708313v1	na	PRJNA821212	SAMN27360647	59	54431	Pacific Ocean: Lau Basin	2022-12-19	GCA_027083135.1	derived from metagenome	full	M2_metabat1_scaf2bin.040	marine hydrothermal vent	none	0	none	Desulfurococcales archaeon	none	na	none	57	11	54431	28808	15813	2022/12/19	2	2480821	none	M2_metabat1_scaf2bin.040	Portland State University	2480821	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Desulfurococcales;f__;g__;s__	d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Desulfurococcales;x__unclassified Desulfurococcales;s__Desulfurococcales archaeon	110	1747803	none	none	na	1747693	0	JALWQH000000000.1	1942	57	51425	1	none	none	none	none	none	none	387	JALWQH010000034.1	385	638	0	96.623	EU428003.1.942	Archaea;Thermoproteota;Thermoproteia;Desulfurococcales;Incertae Sedis;Incertae Sedis;uncultured crenarchaeote	110	20	44	0
GB_GCA_027036135.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Pyrodictiaceae	Pyrofollis	Pyrofollis sp027036135	0	99.61	1.06	Specific	99.37	2.41	245	c__Thermoprotei (UID148)	158	28.57	1904436	86.342469908332	41	1096889	49.73251897349311	2205677	GB_GCA_027036135.1	t	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Pyrodictiaceae;g__Pyrofollis;s__Pyrofollis sp027036135	not type material	none	f	1	1	1232600	1237479	310221	1	3082	JALVSY010000030.1	none	0	none	none	3093	5256	0	97.446	LNTB01000001.489182.492272	Archaea;Thermoproteota;Thermoproteia;Desulfurococcales;Pyrodictiaceae;Pyrodictium;Pyrodictium occultum	53794	55141	f	f	t	1232600	1237479	Scaffold	ASM2703613v1	na	PRJNA821212	SAMN27360284	41	1232600	Pacific Ocean: Lau Basin	2022-12-19	GCA_027036135.1	derived from metagenome	full	M1_maxbin2_scaf2bin.012	marine hydrothermal vent	none	0	none	Pyrodictiaceae archaeon	none	na	none	40	1	1237479	536644	310221	2022/12/19	1	2528704	none	M1_maxbin2_scaf2bin.012	Portland State University	2528704	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Desulfurococcales;f__Pyrodictiaceae;g__;s__	d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Desulfurococcales;f__Pyrodictiaceae;x__unclassified Pyrodictiaceae;s__Pyrodictiaceae archaeon	100	2205677	none	none	na	2205577	0	JALVSY000000000.1	2567	40	310221	1	none	none	none	none	none	none	1508	JALVSY010000030.1	1509	2603	0	97.946	CP013011.538908.540404	Archaea;Thermoproteota;Thermoproteia;Desulfurococcales;Pyrodictiaceae;Pyrodictium;Pyrodictium delaneyi	100	19	50	0
